sen_coding,votes
En bijna de helft daarvan staat onder invloed van salafisten.,0.0
Er moet even geschorst worden soms vanwege wc-bezoek.,0.0
"Elk jaar in de zomervakantie is Nune hier te vinden, op het Noorderzon Festival in Groningen.",0.0
Er was een #UUSafe.,2.0
Orkaan Irma kwam in de nacht aan bij de kust van de Amerikaanse staat Florida.,0.0
Ik voorzie bovendien twee soorten werkenden.,1.0
Orkaan Irma raast nog steeds over Florida maar neemt wel in kracht af.,0.0
De Dierenambulance was niet blij met de stunt en noemt het een misplaatste grap.,0.0
Dit is het aantal dumplocaties van drugsafval in Nederland.,0.0
De touwen zijn doorgesneden.,0.0
Doel: al kruipend zo snel mogelijk over de eindstreep komen.,0.0
Ze heeft een fonds opgericht dat jonge talenten helpt als er geld tekort is: Ik vind dat elk kind wat talent heeft en er ook echt alles aan wil doen om het eruit te halen.,1.0
Totaal onverwacht ontplofte een van die granaten.,1.0
Over vier maanden moet de nieuwe bushalte af zijn.,0.0
Agenten deden een alcoholcontrole en de drie mensen in de auto gedroegen zich verdacht.,0.0
Inclusief veilig luchtvervoer heen en terug.,0.0
Bij een korte confrontatie tussen voor en tegenstanders van onafhankelijkheid... vlogen de terrasstoelen door de lucht.,0.0
Al een week wordt er druk gezocht naar de vermiste boot.,0.0
"Zo moet de regering van Sint Maarten bewijzen dat het geld echt... naar het opknappen van het eiland gaat, en niet naar andere dingen.",0.0
"Zoals vrijheid, aanpassingsvermogen, Doutzen Kroes en tolerantie.",0.0
"We hebben hier spoorwegovergangen, die zijn 45 minuten per uur dicht.",0.0
Ieder jaar gebeuren er veel ongelukken met vuurwerk.,0.0
Wanneer wij meer weten hoort u dat van ons.,0.0
Deze baby rijdt voor het eerst met z 'n moeder door een winkel vol kerstversiering.,0.0
Aan abortus als recht van de individuele vrouw mag niet worden getornd.,1.0
"'Gerrit, wat wordt het weer? '",2.0
En daarom is het raar.,1.0
In het dagelijks leven is Bibiana politieagente.,0.0
Camping Fort Oranje in de Brabantse plaats Rijsbergen is geen camping waar je in de zomer... gezellig een paar weken kunt kamperen.,1.0
Moeten we de vrijheid inperken om de vrijheid te redden?,1.0
"En: als het in de wet is opgenomen, kan appen in het verkeer zwaarder bestraft worden.",0.0
Dan ging hij echt een handtastelijke fase in.,0.0
En daarom kunnen bedrijven nieuwe prullenbakken... laten testen door echte beren.,0.0
En daarmee is de kiem gelegd voor onrust.,1.0
De zon laat zich af en toe zien en het wordt 2 tot 4 graden.,0.0
Op de laatste dag van de wereldbeker schaatsen in Calgary werd er snel gereden... maar wereldrecords leverde het niet op.,0.0
"Ze worden net zo sociaal, autonoom en intelligent als wij.",1.0
En die keuze maakt al dat je verantwoordelijk bent.,1.0
Vandaag is op radio en tv de hele dag extra aandacht... voor de slachtoffers van orkaan Irma.,0.0
De grote tip met een roastvideo is dat je hem niet te pesten moet maken.,1.0
Vooral die tweede had er wel in gemogen.,1.0
Het volgende NOS Journaal is om 17.00 uur.,0.0
Dan kom je bij die kinderen thuis... en dan is het van: Til je voeten op.,0.0
"Als ik sommige bewegingen zie van voetballers... Als ik sommige bewegingen zie van voetballers... dat heeft te maken met de motoriek of bepaalde bewegingen die ze maken, dat is dan voor mij echt kunst.",1.0
In deze video neem ik je mee naar de schaduwzijde van een carrière in de wetenschap.,0.0
"Als het hart niet meer knijpt... het hart is een spier om het bloed rond te pompen... staat in feite, ook al beweegt het hart nog... de circulatie, de bloeddoorstroming in het lichaam stil.",0.0
Hoe de onderzeeer ruim 100 jaar geleden is gezonken blijft nog een mysterie.,0.0
Waar je geen controle over hebt.,0.0
Veel liefde en aandacht voor de hond.,0.0
De stad ligt in een deel van Syrie waar IS nog tamelijk sterk staat.,0.0
"Duizenden kinderen die in opvanghuizen wonen, weten hoe dat is.",0.0
Maar dan moet ik dus die onbewezen dingen erbij nemen.,0.0
Zijn aanhangers willen geen andere uitkomst: In 2007 leidden de verkiezingen tot een golf van geweld.,0.0
"Dan wordt het voor iemand als Pleun, als ze ouder is, makkelijker om veel te trainen.",1.0
"Denk aan Pakistan en India, dat zijn ook landen die bezig zijn met kernwapens.",0.0
De weg blijft waarschijnlijk dagenlang afgesloten.,0.0
De luchthaven van Bali is weer open.,0.0
Het was een goed geaardoliede machine.,1.0
Een dag later vermoordden 6 sekteleden een zakenman en zijn vrouw.,0.0
"En om het nog vreemder te maken vallen alternatieve genezers... tegenwoordig onder de Inspectie voor de Gezondheidszorg, net als echte doktoren.",1.0
"Die bovenste lijn, dat is de koopkracht van de werkenden in de afgelopen 30 jaar... en die onderste lijn, als je die helemaal doortrekt, dan staat er: Henk, hou op!",0.0
"Als dat nou niet het geval is, dan kunnen ze binnenkomen... ...en dan jouw gevoelige foto's of bestanden vastzetten.",0.0
Ik zag op jouw Insta dat je lekker aan het sporten bent.,1.0
Ik hoop dat de mensen het waarderen.,1.0
En ook op YouTube staan filmpjes met katten die er wat van kunnen.,0.0
En kun je vinden in deze tool.,0.0
Vanavond en vannacht zijn er droge momenten... maar later ook weer nieuwe perioden met regen.,0.0
APPLAUS EN GEJUICH In de zomervakantie hebben de kinderen een workshop filmmaken gevolgd.,0.0
Daar heb ik een grote bal van gemaakt.,0.0
De Israelische president Netanyahu reageert laconiek.,0.0
'De moord op Fortuyn was een politieke moord.,0.0
In de flatgebouwen konden veel extra mensen wonen.,0.0
En daar moet iedereen wat van merken.,0.0
Maar niet naar het hoofd slaan.,2.0
Stoptober wordt ieder jaar in de maand oktober gehouden.,0.0
Er worden nu minder van die gassen gebruikt en het gat herstelt daardoor langzaam.,0.0
Veel mensen met pijnklachten en ook mensen met een kinderwens.,0.0
Zo kan Nederland behalve iets voor de echte vluchteling ook iets doen voor zichzelf.,0.0
"Later breekt in het zuiden de zon door, het wordt daar 16 graden.",0.0
Dat is kampioen worden.,0.0
De Nederlandse ambassade in Washington heeft afkeurend gereageer op een retweet van president Trump.,0.0
In huize Leerink zijn we al jaren naar volle tevredenheid lid van zowel de VARA als de VPRO.,1.0
"Parijs heeft namelijk regelmatig last van smog, een dikke mist van rook en uitlaatgassen.",0.0
Ze willen alleen nog maar spelen op echt gras.,1.0
Vroeger vond ik het heel moeilijk.,1.0
Dat is heel belangrijk.,1.0
"Als jij in jouw omgeving kinderen hebt die hier al een tijd zijn en weg moeten... en je bent gehecht aan zo 'n kind, dan is dat moeilijk.",1.0
Straks: een opvallende nieuwe modetrend.,0.0
We gingen een keer tikkertje spelen recent.,0.0
"Dat betekent ook, op zijn tijd, het stokje doorgeven... aan de nieuwe lichting.. die het weer... Ik wil niet de politieke zijn die te laat is gegaan.",1.0
Is het vroegtijdig op te sporen?,2.0
Chauffeurs zouden volgens een te strakke planning moeten rijden... en daardoor geen tijd hebben voor een kop koffie of een sanitaire stop.,0.0
Het was wel heel lastig.,1.0
Het is gewoon een traditie.,0.0
"Ja, maar goed... Kijk... Weet je, eh... Davinson heeft vandaag getraind, de dagen ervoor niet.",0.0
Ook wel triest dat ze dit doen.,1.0
En inmiddels is hij te zien geweest op krantenafperswebsite Blendle... maar ook afgelopen maandag in Carre.,0.0
"Ook het kabinet bezuinigt op kunst, maar minder dan de gemeenten en provincies: 200 miljoen.",0.0
En de animatiefilm gaat over een onderwerp waarvan je niet meteen denkt: Coco gaat namelijk over de dood.,1.0
"Nu, al na negen maanden Kamerlidmaatschap is haar positie onomstreden: Ze is e... en leider, en ze kan voorop lopen en mensen overtuigen.",1.0
En dat wordt natuurlijk gevierd met champagne.,0.0
Abonneer je dan op ons kanaal.,2.0
We hebben ene pakket gemaakt dat er als geheel voor zorgt dat alle groepen erop vooruitgaan.,0.0
"Niet eventjes, maar iedere dag urenlang.",0.0
We hebben een aantal gevallen al gehad in het verleden.,0.0
De verdachte wordt gehoord.,0.0
Volgens de minister was zijn asielaanvraag afgewezen... en werd er gewerkt aan vervangende papieren om hem uit te kunnen zetten.,0.0
Nog aan het verbouwen.,2.0
De vergadering duurt de hele week.,0.0
Dan zie je dat hij ruim 57 miljoen abonees heeft.,0.0
De leraren hebben gezegd dat ze doorgaan... tot ze hun zin krijgen.,0.0
Dan denk ik: Je moesteens weten wat er in je kinderen leeft.,1.0
Het gaat over een jongetje en dan komt er een grutto in zijn kamer.,0.0
Dan zei hij: Heb ik het weer gedaan?,2.0
Ik denk het wel.,1.0
In die tijd gaan bekende schrijvers langs op scholen... en ze gaan naar boekenwinkels om voo te lezen en kinderen te ontmoeten.,0.0
2: Ook naar nieuws uit Frankrijk.,0.0
Kinderen over kipstukjes waar geen kip in zit.,0.0
Morgen wordt het minder koud.,0.0
"Waarom hij zomaar een kerk binnen ging om op mensen te schieten, is nog onduidelijk.",0.0
"Om in de race te blijven voor het WK, moet Nederland in ieder geval tweede in de poule worden.",0.0
"Op de ene foto stond een beroemd persoon, zoals Barack Obama of actrice Emma Watson.",0.0
Een groep van mensen die te maken hebben met dwangmatig eten.,0.0
"Wat denk jij, wie gaat er winnen?",1.0
Ik heb er niet heel veel vertrouwen in.,1.0
"Benjamin, Bianca, Carla, Eva.",2.0
Sommige mensen kiezen ervoor om een hoofddoek te dragen.,0.0
"Na de schietpartij in de kerk, vluchtte de man.",0.0
Een hek waar fans tegen aanleunden viel om.,0.0
"Ja, op zijn zij schuift de scheids pijlsnel langs de worstelaars heen.",0.0
De schapen kregen steeds twee foto 's te zien.,0.0
De oorlog in de Iraakse stad is na lange tijd voorbij.,0.0
"Naast lachen en negeren, doet Maduro er alles aan om het te laten lijken alsof hij en zijn regering druk bezig zijn met het oplossen van de problemen.",0.0
Andere kinderen of mensen die ook een nieuw hart nodig hebben... kunnen er niet aankomen.,0.0
"Het gaat helemaal bubbelen, als bubbelwater.",0.0
"Sowieso best wel een dierentuin hier, he?",1.0
"Maar ook stress, hoe ga je ermee om?",2.0
De Turkse president Erdogan pakt vandaag de draad weer op... na de massale betogingen van gisteren.,0.0
Dat is geen vraag.,0.0
"MUZIEK Zo ziet het er bij jou op school waarschijnlijk ook uit: Hele tafels vol met lekker eten, maar wat er bij jou op school... waarschijnlijk niet is: Al deze schilderijen.",0.0
Veel gezinnen zaten in de kerk toen een man binnenliep en begon te schieten.,0.0
Samen met minister Plasterk van Koninkrijksrelaties.,0.0
"Zit, poot, af.",2.0
Al de hele middag is deze wijk in Maarssen bezig met de voorbereidingen van Halloween.,0.0
Door hun namen en foto 's sneller bekend te maken wil de politie andere misdrijven voorkomen.,0.0
Bij een schietpartij in Rotterdam-Beverwaard zijn vanavond twee mensen gedood.,0.0
De gemeente geeft daar extra geld voor.,0.0
"Ja, dit is volledig mijn keuze geweest.",0.0
"Een boel mensen die aan het einde van de middag op Schiphol waren, maakten iets naars mee... toen een deel van de luchthaven kort ontruimd moest worden.",0.0
En FIFA is weer vooral hot bij de jongens.,0.0
Anders kun je ook gewoon andere leuke dingen in de buurt doen.,0.0
"Geef 'm maar aan een ander, zegt hij nu.",0.0
"Ja, dat is dus orkaan Irma.",0.0
Deskundigen verwachten een prijzenslag in de supermarkten.,0.0
Crystal Palace scoorde de afgelopen 4 wedstrijden geen een keer... en verloor tot nu toe alles dit seizoen.,0.0
"Op anti-Zwarte Piet-spandoeken staat namelijk niet: 'Hee, sorry maar met Zwarte Piet houden jullie onbewust een racistisch stereotype in stand... ' 'waar een deel van Nederland last van heeft. '",0.0
Ouders schrijven boze berichten op Facebook over supermarkt Jumbo.,0.0
"Wie daarop kwam, kwam niet in aanmerking voor een baan bij de gemeente.",0.0
Dat we echt wat voor die mensen kunnen betekenen.,0.0
"Venezuela kan amper nog producten invoeren, en de winkels zijn zo goed als leeg.",0.0
Want hun zelfstandige verkopers gebruiken hun eigen ervaringen en die van anderen... ...om hun netwerk te overtuigen het te kopen.,0.0
Ze ontdekten dat de aangespoelde potvis maar weinig eten in zijn maag had.,0.0
LUID GEJUICH Een dikke 50.000 euro denkt de man gewonnen te hebben.,0.0
"Alstublieft, het is een kaart.",0.0
"'Ik zou de bezoeker recht in de loop laten kijken, ik zou willen zorgen voor een heftige ervaring.",1.0
Maar als de vrijspraak onherroepelijk wordt... en er wordt geen beroep aangetekend door de aanklagers... dat we in Nederland wel ons gaan beraden over juridische stappen tegen de Nederlandse staat.,0.0
Maar het zit toch op veel plekken in de grond.,0.0
Welk spel gaan we doen?,2.0
Pakistan heeft het huisarrest van een militante moslimleider en terreurverdachte opgeheven.,0.0
"We moeten Maduro denk ik niet zien als leider zien, maar als 90 kilo dom vlees.",1.0
Maar hoopt uiteindelijk zonder te kunnen.,0.0
Het wordt 16 tot 18 graden.,0.0
Daar is een oud stuk muur van zes meter ineens verdwenen.,0.0
Het is mijn hobby.,0.0
"Jeez, o my God!",2.0
Is dat een goed idee of niet?,1.0
In het gedrang vielen 21 doden en honderden gewonden.,0.0
Waarom vinden volwassenen het lastig om te praten over de dood met hun kind?,1.0
"Ik vond het ook leuk, alleen met Arthur samen.",1.0
Het meisje is inmiddels veilig.,0.0
"Maar als je verhuist, of een nieuw huis zoekt, en het huis komt opnieuw op de markt... ...dan mag de huurbaas nog steeds meer vragen.",0.0
Ik denk het totaal niet.,1.0
Maar eerst gewoon voetbal.,0.0
Topvoetballers klagen al jaren over kunstgras.,0.0
"Alles waardoor je als leek weet dat je in goede, wetenschappelijke handen bent... je krijgt het van een arts, er zit een sticker op van de een apotheek.. een stempel van de gezondheidsinspectie, het wordt vergoed... Dat alles krijgen alternatieve geneeswijzen ook.",1.0
De afgelopen week is er al ruim vijf miljoen opgehaald.,0.0
En ze beantwoordt in de vlogs andere vragen.,0.0
"Nee, nou, dat maakt me niet uit.",1.0
"Voordat Marria gered werd, leefde ze 13 jaar lang bij een familie in Portugal.",0.0
GAMEGELUID Bijna alle kinderen in Nederland spelen games.,0.0
Weet u hoe het gaat met de slachtoffers.,2.0
Is de Jill die wij zien op televisie... ook de Jill die we op tv zien?,2.0
En die man is nog steeds op vrije voeten.,0.0
En dit is nummer drie.,0.0
Niet alleen burgemeesters zijn het doelwit.,0.0
Wat gaat u er nou concreet aan doen?,2.0
We kijken hoeveel we hebben er gevangen.,0.0
"Docenten en artsen zullen voorlopig niet snel overbodig worden, gezien de oneindige behoefte aan zorg en scholing, maar ze gaan wel gebruikmaken van tools voor gepersonaliseerd leren en gepersonaliseerde zorg.",0.0
"Twee andere titelfavorieten, titelverdediger Andy Murray en Roger Federer... plaatsten zich vandaag wel voor de kwartfinales.",0.0
"Tom Dumoulin won dit jaar onder andere de Giro, een hele belangrijke wielrenwedstrijd.",0.0
We gaan naar de finale en we pakken de cup.,0.0
Is Camping Oranje jouw thuis?,2.0
Deskundigen vermoeden dat de doodsoorzaak is veroorzaakt door een acuut stresssyndroom.,0.0
Veel leraren vinden dat ze te weinig verdienen en het werk te zwaar is.,0.0
"De kinderboekenweek gaat beginnen en dus is er de komende tijd... veel aandacht voor boeken, lezen en schrijvers.",0.0
De lijst is letterlijk eindeloos.,0.0
"Maar voor de wagens kunnen racen, moeten er nog het een en ander voorbereid worden.",0.0
Al eerder hebben criminele raddraaiers vredelievende acties gekaapt; denk maar aan de vroege krakers en de latere veldslagen rond de laatste krakersbolwerken in Amsterdam en Berlijn.,0.0
"Doen mensen dat voor hun 35ste, dan worden ze gemiddeld even oud als niet-rokers.",0.0
Daardoor mag je als je het wil verkopen niks zeggen over de werking bij bepaalde ziekten.,0.0
Het Rotterdamse vervoerbedrijf RET gaat bedelaars actief weren in de metro.,0.0
"Maar de politici hebben gezegd: het komt goed, we gaan er geen ruzie over maken.",0.0
"Ik heb alles afgewogen, ik heb heel goed nagedacht... en ik weet dat ik hier vijanden mee ga maken... maar ik ga het toch zeggen.",1.0
De landelijke actiedag voor Sint-Maarten.,0.0
Tegenstanders vrezen dat moskeeen deze extreme leer importeren via de financiers.,0.0
"Ja, ik voel me lekker, ik zit lekkerder in m 'n vel.",1.0
Maar de behandelaar van dit jongetje was kinesioloog.,0.0
En Nederland staat er goed voor.,0.0
Ze kunnen ook goed zingen.,1.0
En dat is volgens chef-kok Lupita niet gebeurd.,0.0
Vertelde Emily hoe vaak zij voor haar zusje moet zorgen.,0.0
Mag-ie nog even aangepast?,2.0
Die heeft een pak ontworpen waarmee mensen kunnen vliegen.,0.0
Ouders van andere kinderen werden vanavond achter gesloten deuren ingelicht.,0.0
Mijn ouders vonden dat niet zo leuk.,1.0
Bovendien gaat het een stuk sneller.,0.0
Leijten heeft er ook over nagedacht en heeft besloten om het niet te doen.,0.0
En bij mijn verzekeraar wordt bijvoorbeeld craniosacraaltherapie vergoed.,0.0
Ik hou daar niet zoveel rekening mee.,0.0
'Daar had je 20.000 liter GHB van kunnen kopen.,0.0
"En als je dat niet hebt, dan heb je gewoon vette pech.",1.0
Door naar bestemming 2: De Universiteit van Wageningen.,0.0
Chirurgen over de hele wereld volgden zijn voorbeeld.,0.0
De Deense politie vond in zee haar afgehakte hoofd en ledematen.,0.0
Ze komt uit Brazilie en doet al sinds haar achtste aan kiteboarding.,0.0
"Daardoor gaat alles op een lint... zit Groenewegen wat achterin, al komt hij nog mooi naar voren... en gaat het vooral tussen de Duitser Bauhaus... en natuurlijk de wereldkampioen Peter Sagan.",0.0
Ze werden tussen 2002 en 2005 in gebruik genomen.,0.0
